33,60
98,33
20,56
12,96
9,30
16,51
81,31
31,02
45,23
0,65
76,18
4,01
61,07
86,48
7,25
92,08
82,22
60,19
70,08
39,83
35,10
94,86
71,43
76,69
87,66
52,48
54,68
68,28
4,34
22,68
62,83
16,91
65,91
77,35
12,00
34,54
12,09
1,20
45,05
66,64
49,00
74,97
98,21
25,79
63,09
20,47
83,17
81,58
82,03
98,68
74,40
77,30
89,63
85,15
41,56
84,65
29,24
32,27
95,56
29,88
24,35
25,57
80,33
16,10
38,96
62,78
17,16
78,50
53,43
87,08
26,99
22,37
88,57
51,60
57,08
6,04
1,03
94,69
1,76
70,07
49,56
75,82
48,33
24,31
0,35
68,21
74,04
74,98
63,37
55,51
32,54
94,79
28,68
50,37
70,93
9,68
36,18
70,46
29,50
87,07
88,12
42,40
55,96
68,39
4,64
12,36
94,97
94,10
79,02
10,53
91,91
37,58
70,97
5,60
38,24
58,05
37,28
76,73
0,89
48,92
46,30
26,39
39,93
72,57
74,66
0,23
20,85
41,85
92,91
82,29
37,19
43,43
36,23
78,88
26,41
10,68
65,38
46,13
75,70
33,27
53,41
19,15
86,36
37,68
71,41
98,18
70,54
43,48
23,87
38,19
12,28
27,53
4,36
1,67
72,35
0,24
50,92
2,13
66,75
13,70
45,70
66,13
39,67
37,04
54,07
51,19
5,92
56,99
13,95
77,30
41,38
14,34
14,21
6,97
37,56
30,85
83,59
81,12
8,76
89,35
95,46
1,02
82,08
85,25
32,89
32,30
51,55
29,71
89,43
67,57
42,28
57,36
92,68
28,91
13,48
25,16
91,06
4,44
19,75
94,52
38,43
98,20
69,40
74,38
8,42
74,30
22,74
2,92
97,04
5,36
56,68
26,97
7,12
29,50
26,43
25,92
37,49
3,65
95,81
12,12
44,13
55,52
47,70
83,67
69,12
18,38
19,93
87,02
28,21
83,93
34,85
95,98
36,87
53,25
3,74
21,31
81,23
18,25
85,46
58,87
92,57
3,26
51,52
24,83
90,53
9,91
40,96
98,20
55,51
94,48
34,54
98,52
4,44
96,20
2,75
72,10
25,79
93,80
4,97
11,01
44,83
44,19
57,79
75,16
45,28
85,21
42,29
36,85
5,00
7,68
6,59
74,08
18,23
46,86
9,64
6,73
55,21
43,84
28,98
61,30
37,14
70,29
93,29
3,45
49,39
49,19
84,19
35,99
80,26
3,55
8,43
98,15
53,81
43,53
14,29
37,68
89,09
3,77
94,95
37,15
12,96
89,93
73,55
43,53
36,08
27,23
49,77
55,99
7,53
35,64
46,43
68,73
28,62
92,80
33,65
27,06
13,18
4,78
87,75
74,33
75,14
43,98
19,54
85,65
86,80
51,61
25,80
60,94
53,39
80,79
23,53
67,69
40,90
71,35
37,54
27,24
97,30
74,63
35,84
14,33
23,26
80,70
49,16
45,19
40,78
35,61
6,30
16,90
46,85
32,37
48,10
35,43
54,83
30,59
17,56
6,63
17,80
97,40
72,85
49,04
8,97
10,91
41,62
87,73
2,69
93,34
26,69
51,26
45,26
74,87
51,34
20,05
97,65
47,95
81,39
73,24
45,92
95,91
86,86
68,20
69,34
81,69
36,73
14,45
19,02
92,83
41,13
1,86
78,94
82,69
26,65
75,40
88,61
44,13
55,89
7,43
44,88
33,08
62,27
60,28
7,71
40,63
33,42
57,52
33,15
6,14
80,71
71,74
70,33
56,30
28,73
82,41
66,77
44,91
15,69
54,86
60,24
40,04
98,36
81,38
10,11
56,92
35,91
79,38
30,88
32,03
15,43
41,07
31,93
62,03
69,15
24,50
39,97
10,12
17,14
69,92
64,20
24,20
65,33
57,78
15,99
59,94
20,79
0,52
64,42
27,99
5,10
96,77
81,63
77,12
82,34
21,91
81,63
45,94
19,39
39,97
48,21
24,89
29,42
93,16
20,45
40,91
46,38
63,52
77,71
12,97
19,43
88,32
44,51
23,56
0,12
15,89
93,70
75,80
78,70
44,31
52,24
19,22
98,00
34,95
67,48
93,33
43,12
72,71
56,11
60,67
93,35
41,22
8,75
69,47
48,33
34,14
39,44
77,35
44,71
86,77
39,75
78,53
26,16
67,20
21,49
62,42
1,49
20,38
83,91
8,17
29,97
98,82
68,03
76,23
78,85
80,23
76,77
93,04
96,42
20,16
22,71
2,28
4,34
80,33
7,81
32,18
70,10
1,55
6,28
50,44
42,04
43,00
93,57
16,04
73,22
79,29
94,95
89,28
49,45
89,16
23,64
78,85
4,35
66,11
5,30
30,71
73,25
66,54
90,20
28,91
35,51
29,91
20,05
35,74
94,30
83,87
86,92
42,23
39,63
98,86
52,61
47,56
1,22
71,20
94,26
36,97
89,09
24,23
8,87
45,53
70,33
92,26
75,28
21,53
21,62
14,05
0,61
26,00
58,55
34,02
77,75
96,40
82,42
28,62
6,74
73,05
23,77
36,79
76,30
29,62
23,25
72,46
89,72
38,68
28,50
78,34
28,45
42,92
50,27
61,74
60,15
46,68
75,67
90,06
33,96
64,21
14,68
52,93
80,45
42,64
26,73
7,65
43,27
21,56
75,82
86,64
65,09
8,07
85,60
36,79
89,31
4,39
41,89
4,52
58,77
34,11
59,31
18,80
93,78
97,60
12,45
57,08
75,44
36,33
13,70
80,93
85,56
51,52
95,56
70,37
0,41
47,97
39,92
22,85
76,22
49,47
45,93
43,12
62,99
41,54
61,26
65,41
0,70
22,40
50,93
52,78
79,31
21,13
14,52
10,49
73,38
2,31
73,74
24,00
29,34
87,57
54,89
33,24
21,29
26,10
26,57
72,09
51,02
73,73
11,71
17,47
45,67
38,99
12,16
71,40
46,18
19,87
14,21
44,01
54,90
49,78
14,16
63,37
76,46
77,24
17,39
2,89
18,05
32,27
4,14
71,07
29,53
53,30
40,15
61,62
33,39
20,69
51,62
85,31
14,03
73,73
34,66
28,31
8,99
24,32
79,32
73,01
62,09
24,57
34,23
37,63
91,71
64,29
14,52
2,26
28,57
17,26
29,45
85,63
87,33
90,39
16,78
61,45
75,51
86,63
6,74
57,46
15,68
69,66
65,79
82,39
30,23
11,51
6,73
82,43
28,17
81,48
48,47
33,47
9,36
60,14
2,00
21,99
36,98
12,60
72,46
43,63
67,95
21,91
93,35
72,42
31,48
78,29
54,05
94,09
24,45
71,32
26,76
88,80
63,37
71,57
19,52
54,22
21,15
17,03
57,38
91,48
32,09
62,96
11,54
58,29
5,07
64,78
51,06
27,83
41,79
33,91
59,59
63,38
34,62
32,52
11,65
83,49
38,49
65,25
2,89
27,11
37,38
3,63
55,93
33,68
37,11
3,99
1,79
55,45
68,18
15,88
78,46
92,29
37,06
4,26
33,92
44,39
72,27
87,47
70,58
49,45
64,82
33,20
83,77
89,59
47,08
97,47
50,49
48,41
59,04
1,57
72,58
54,79
48,70
53,91
29,28
53,28
7,89
25,42
83,41
93,53
32,65
76,78
56,40
21,44
55,90
33,31
91,40
34,66
48,87
45,79
26,70
27,50
51,82
68,94
39,98
45,95
19,86
36,15
49,52
40,37
27,64
82,65
0,54
3,09
1,19
79,72
60,30
54,52
83,19
44,82
0,60
67,80
9,35
27,69
88,31
34,19
22,14
32,67
59,42
53,24
95,25
86,93
25,44
79,32
74,67
86,68
68,74
7,60
17,77
28,05
7,51
35,63
16,03
34,10
91,06
3,04
96,12
32,50
67,70
55,10
56,89
41,74
32,00
21,04
3,56
51,51
15,79
29,75
57,44
29,13
22,14
89,79
2,44
4,92
1,94
10,13
74,77
41,94
34,21
82,72
1,00
35,62
26,23
74,62
41,42
43,38
77,22
74,27
35,72
91,02
53,02
96,60
65,80
26,91
62,04
90,65
7,68
39,03
42,55
25,43
89,25
32,61
3,99
64,77
14,00
2,99
65,64
49,21
90,68
23,37
74,91
55,08
84,78
3,29
52,81
97,71
19,81
97,45
36,02
2,08
93,11
1,30
25,30
83,60
24,54
80,89
26,30
11,54
60,54
21,39
13,94
77,07
87,12
98,15
45,43
95,95
22,07
50,03
95,72
53,48
2,65
37,16
44,66
24,15
94,14
6,16
48,16
31,95
39,16
23,47
43,88
90,00
2,37
9,08
56,88
6,05
92,45
97,53
46,82
28,80
68,57
43,42
65,48
25,83
48,17
85,53
64,91
57,60
0,80
27,33
27,07
59,88
